id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed,scar_bin,strat_bin,light,temperature,alternating,group
2508,Satureja thymbra,Satureja thymbra,Satureja thymbra,"","","",10.1017/s0960258514000142,2012,Mu?la,Turkey,TR,37,28.35,1000,fresh_room conditions_1 month,agar,49,none,none,smoke_24 hr_Dry needles of Pinus brutia_1:10,0,0,none,20,20,100,67,"",none,none,0,20,no,Satureja thymbra_none_none_0_no_20
2510,Satureja thymbra,Satureja thymbra,Satureja thymbra,"","","",10.1017/s0960258514000142,2012,Mu?la,Turkey,TR,37,28.35,1000,fresh_room conditions_1 month,agar,49,none,none,smoke_24 hr_Dry needles of Pinus brutia_1:100,0,0,none,20,20,100,77,"",none,none,0,20,no,Satureja thymbra_none_none_0_no_20
1816,Satureja thymbra,Satureja thymbra,Satureja thymbra,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,none,0,0,none,20,20,100,12,"",none,none,0,20,no,Satureja thymbra_none_none_0_no_20
1817,Satureja thymbra,Satureja thymbra,Satureja thymbra,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Pinus brutia,0,0,none,20,20,100,34,"",none,none,0,20,no,Satureja thymbra_none_none_0_no_20
1818,Satureja thymbra,Satureja thymbra,Satureja thymbra,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Quercus infectoria,0,0,none,20,20,100,24,"",none,none,0,20,no,Satureja thymbra_none_none_0_no_20
1819,Satureja thymbra,Satureja thymbra,Satureja thymbra,"","","",10.3906/bot-1111-12,2010,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Chrysopogon gryllus,0,0,none,20,20,100,0,"",none,none,0,20,no,Satureja thymbra_none_none_0_no_20
109,Schoenus nigricans,Schoenus nigricans,Schoenus nigricans,"","","",10.1093/aob/mcx005,2014,nd,France,FR,43.43333333,4.883333333,5e+05,fresh_21°C;50%_3 weeks,agar,30,none,none,none,0,12,white,22,12,100,36,"",none,none,1,17,yes,Schoenus nigricans_none_none_1_yes_17
110,Schoenus nigricans,Schoenus nigricans,Schoenus nigricans,"","","",10.1093/aob/mcx005,2014,nd,France,FR,43.43333333,4.883333333,5e+05,fresh_21°C;50%_3 weeks,agar,30,none,none,none,0,12,white,14,4,100,1,"",none,none,1,9,yes,Schoenus nigricans_none_none_1_yes_9
111,Schoenus nigricans,Schoenus nigricans,Schoenus nigricans,"","","",10.1093/aob/mcx005,2014,nd,France,FR,43.43333333,4.883333333,5e+05,fresh_21°C;50%_3 weeks,agar,30,none,none,none,0,12,white,30,20,100,24,"",none,none,1,25,yes,Schoenus nigricans_none_none_1_yes_25
112,Schoenus nigricans,Schoenus nigricans,Schoenus nigricans,"","","",10.1093/aob/mcx005,2014,nd,France,FR,43.43333333,4.883333333,5e+05,fresh_21°C;50%_3 weeks,agar,30,none,cold_ 3°C_ 84 days,none,0,12,white,22,12,100,42,"",none,yes,1,17,yes,Schoenus nigricans_none_yes_1_yes_17
113,Schoenus nigricans,Schoenus nigricans,Schoenus nigricans,"","","",10.1093/aob/mcx005,2014,nd,France,FR,43.43333333,4.883333333,5e+05,fresh_21°C;50%_3 weeks,agar,30,none,cold_3°C_84 days,none,0,12,white,14,4,100,25,"",none,yes,1,9,yes,Schoenus nigricans_none_yes_1_yes_9
114,Schoenus nigricans,Schoenus nigricans,Schoenus nigricans,"","","",10.1093/aob/mcx005,2014,nd,France,FR,43.43333333,4.883333333,5e+05,fresh_21°C;50%_3 weeks,agar,30,none,cold_ 3°C_ 84 days,none,0,12,white,30,20,100,55,"",none,yes,1,25,yes,Schoenus nigricans_none_yes_1_yes_25
1096,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus muricatus,"","","",10.1111/rec.12608,nd,Sp 23 Regalbuto (EN),Italy,IT,37.66983333,14.60001667,10000,stored_20°C;40%RH,paper,nd,none,none,none,0,0,none,5,5,100,30,"",none,none,0,5,no,Scorpiurus muricatus_none_none_0_no_5
1204,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus muricatus,"","","",10.2135/cropsci2010.12.0700,2007,"Passo Martino, Catania - University of Catania",Italy,IT,37.503641,15.087005,5e+05,fresh,paper,15,none,none,none,0,0,none,20,20,100,0,"",none,none,0,20,no,Scorpiurus muricatus_none_none_0_no_20
1104,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus muricatus,"","","",10.1111/rec.12608,nd,C.da Passo Martino (CT),Italy,IT,37.408717,15.061267,10000,stored_20°C;40%RH,paper,nd,none,none,none,0,0,none,15,15,100,20,"",none,none,0,15,no,Scorpiurus muricatus_none_none_0_no_15
1112,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus muricatus,"","","",10.1111/rec.12608,nd,C.da Passo Martino (CT),Italy,IT,37.408717,15.061267,10000,stored_20°C;40%RH,paper,nd,none,none,none,0,0,none,25,25,100,45,"",none,none,0,25,no,Scorpiurus muricatus_none_none_0_no_25
339,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,5,5,200,174,"",yes,none,0,5,no,Scorpiurus muricatus_yes_none_0_no_5
340,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,10,10,200,197,"",yes,none,0,10,no,Scorpiurus muricatus_yes_none_0_no_10
341,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,15,15,200,198,"",yes,none,0,15,no,Scorpiurus muricatus_yes_none_0_no_15
342,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,20,20,200,198,"",yes,none,0,20,no,Scorpiurus muricatus_yes_none_0_no_20
343,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,25,25,200,186,"",yes,none,0,25,no,Scorpiurus muricatus_yes_none_0_no_25
344,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,30,30,200,147,"",yes,none,0,30,no,Scorpiurus muricatus_yes_none_0_no_30
345,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,35,35,200,136,"",yes,none,0,35,no,Scorpiurus muricatus_yes_none_0_no_35
346,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,fresh_18-25°C;35-45%RH_30 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,40,40,200,0,"",yes,none,0,40,no,Scorpiurus muricatus_yes_none_0_no_40
355,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,5,5,200,197,"",yes,none,0,5,no,Scorpiurus muricatus_yes_none_0_no_5
356,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,10,10,200,197,"",yes,none,0,10,no,Scorpiurus muricatus_yes_none_0_no_10
357,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,15,15,200,197,"",yes,none,0,15,no,Scorpiurus muricatus_yes_none_0_no_15
358,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,20,20,200,197,"",yes,none,0,20,no,Scorpiurus muricatus_yes_none_0_no_20
359,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,25,25,200,197,"",yes,none,0,25,no,Scorpiurus muricatus_yes_none_0_no_25
360,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,30,30,200,189,"",yes,none,0,30,no,Scorpiurus muricatus_yes_none_0_no_30
361,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,35,35,200,172,"",yes,none,0,35,no,Scorpiurus muricatus_yes_none_0_no_35
362,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,40,40,200,0,"",yes,none,0,40,no,Scorpiurus muricatus_yes_none_0_no_40
371,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,5,5,200,157,"",yes,none,0,5,no,Scorpiurus muricatus_yes_none_0_no_5
372,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,10,10,200,167,"",yes,none,0,10,no,Scorpiurus muricatus_yes_none_0_no_10
373,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,15,15,200,197,"",yes,none,0,15,no,Scorpiurus muricatus_yes_none_0_no_15
374,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,20,20,200,197,"",yes,none,0,20,no,Scorpiurus muricatus_yes_none_0_no_20
375,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,25,25,200,197,"",yes,none,0,25,no,Scorpiurus muricatus_yes_none_0_no_25
376,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,30,30,200,167,"",yes,none,0,30,no,Scorpiurus muricatus_yes_none_0_no_30
377,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,35,35,200,128,"",yes,none,0,35,no,Scorpiurus muricatus_yes_none_0_no_35
378,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,40,40,200,0,"",yes,none,0,40,no,Scorpiurus muricatus_yes_none_0_no_40
387,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,5,5,200,121,"",yes,none,0,5,no,Scorpiurus muricatus_yes_none_0_no_5
388,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,10,10,200,152,"",yes,none,0,10,no,Scorpiurus muricatus_yes_none_0_no_10
389,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,15,15,200,193,"",yes,none,0,15,no,Scorpiurus muricatus_yes_none_0_no_15
390,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,20,20,200,194,"",yes,none,0,20,no,Scorpiurus muricatus_yes_none_0_no_20
391,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,25,25,200,188,"",yes,none,0,25,no,Scorpiurus muricatus_yes_none_0_no_25
392,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,30,30,200,158,"",yes,none,0,30,no,Scorpiurus muricatus_yes_none_0_no_30
393,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,35,35,200,127,"",yes,none,0,35,no,Scorpiurus muricatus_yes_none_0_no_35
394,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,mechanical_100 grit sandpaper,none,none,0,0,none,40,40,200,0,"",yes,none,0,40,no,Scorpiurus muricatus_yes_none_0_no_40
403,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,5,5,200,11,"",none,none,0,5,no,Scorpiurus muricatus_none_none_0_no_5
404,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,10,10,200,18,"",none,none,0,10,no,Scorpiurus muricatus_none_none_0_no_10
405,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,15,15,200,18,"",none,none,0,15,no,Scorpiurus muricatus_none_none_0_no_15
406,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,20,20,200,24,"",none,none,0,20,no,Scorpiurus muricatus_none_none_0_no_20
407,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,25,25,200,35,"",none,none,0,25,no,Scorpiurus muricatus_none_none_0_no_25
408,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,30,30,200,24,"",none,none,0,30,no,Scorpiurus muricatus_none_none_0_no_30
409,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,35,35,200,24,"",none,none,0,35,no,Scorpiurus muricatus_none_none_0_no_35
410,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,40,40,200,0,"",none,none,0,40,no,Scorpiurus muricatus_none_none_0_no_40
419,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,5,5,200,31,"",none,none,0,5,no,Scorpiurus muricatus_none_none_0_no_5
420,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,10,10,200,48,"",none,none,0,10,no,Scorpiurus muricatus_none_none_0_no_10
421,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,15,15,200,79,"",none,none,0,15,no,Scorpiurus muricatus_none_none_0_no_15
422,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,20,20,200,105,"",none,none,0,20,no,Scorpiurus muricatus_none_none_0_no_20
423,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,25,25,200,98,"",none,none,0,25,no,Scorpiurus muricatus_none_none_0_no_25
424,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,30,30,200,86,"",none,none,0,30,no,Scorpiurus muricatus_none_none_0_no_30
425,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,35,35,200,28,"",none,none,0,35,no,Scorpiurus muricatus_none_none_0_no_35
426,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,40,40,200,0,"",none,none,0,40,no,Scorpiurus muricatus_none_none_0_no_40
435,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,5,5,200,2,"",none,none,0,5,no,Scorpiurus muricatus_none_none_0_no_5
436,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,10,10,200,14,"",none,none,0,10,no,Scorpiurus muricatus_none_none_0_no_10
437,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,15,15,200,82,"",none,none,0,15,no,Scorpiurus muricatus_none_none_0_no_15
438,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,20,20,200,89,"",none,none,0,20,no,Scorpiurus muricatus_none_none_0_no_20
439,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,25,25,200,91,"",none,none,0,25,no,Scorpiurus muricatus_none_none_0_no_25
440,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,30,30,200,66,"",none,none,0,30,no,Scorpiurus muricatus_none_none_0_no_30
441,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,35,35,200,59,"",none,none,0,35,no,Scorpiurus muricatus_none_none_0_no_35
442,Scorpiurus muricatus,Scorpiurus muricatus,Scorpiurus subvillosus,"","","",10.1007/s11258-006-9195-3,2003,Hyblean plateau (SouthEast Sicily) - Parabuto,Italy,IT,36.953714,14.798611,1e+05,stored_18-25°C;35-45%RH_130 DAH,paper,21,none,none,none,0,0,none,40,40,200,0,"",none,none,0,40,no,Scorpiurus muricatus_none_none_0_no_40
