WCVP_id,accepted_binomial,EUNIS_name,species_type,Habitat level 1,Habitat level 3
2368445,Medicago littoralis,Medicago littoralis,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2368445,Medicago littoralis,Medicago littoralis,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2368456,Medicago marina,Medicago marina,Constant,Coastal,Mediterranean and Black Sea sand beach
2368456,Medicago marina,Medicago marina,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2368456,Medicago marina,Medicago marina,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
2368456,Medicago marina,Medicago marina,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2368456,Medicago marina,Medicago marina,Diagnostic,Coastal,Mediterranean and Black Sea coastal shingle beach
2368456,Medicago marina,Medicago marina,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2368456,Medicago marina,Medicago marina,Diagnostic,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2369061,Medicago polymorpha,Medicago polymorpha,Diagnostic,Man-made,Mediterranean subnitrophilous annual grassland
2369061,Medicago polymorpha,Medicago polymorpha,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2369061,Medicago polymorpha,Medicago polymorpha,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2368624,Medicago sativa,Medicago falcata,Constant,Coastal,Mediterranean and Black Sea soft sea cliff
423496,Melica ciliata,Melica ciliata,Constant,Forests,Mediterranean Cupressaceae forest
423496,Melica ciliata,Melica ciliata,Constant,Scrublands,Eastern Mediterranean mountain hedgehog-heath
124916,Mentha aquatica,Mentha longifolia,Constant,Grasslands,Mediterranean tall humid inland grassland
2369751,Minuartia recurva,Minuartia recurva,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
2369751,Minuartia recurva,Minuartia recurva,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
132410,Myrtus communis,Myrtus communis,Dominant,Scrublands,Mediterranean maquis and arborescent matorral
132410,Myrtus communis,Myrtus communis,Constant,Scrublands,Mediterranean maquis and arborescent matorral
132410,Myrtus communis,Myrtus communis,Constant,Forests,Mediterranean lowland to submontane Pinus forest
132410,Myrtus communis,Myrtus communis,Diagnostic,Scrublands,Mediterranean maquis and arborescent matorral
132410,Myrtus communis,Myrtus communis,Constant,Coastal,Mediterranean coniferous coastal dune forest
132410,Myrtus communis,Myrtus communis,Constant,Forests,Mediterranean evergreen Quercus forest
132410,Myrtus communis,Myrtus communis,Constant,Scrublands,Thermomediterranean arid scrub
474057,Oloptum miliaceum,Piptatherum miliaceum,Constant,Scrublands,Mediterranean riparian scrub
474057,Oloptum miliaceum,Piptatherum miliaceum,Constant,Forests,Mediterranean and Macaronesian riparian forest
474057,Oloptum miliaceum,Piptatherum miliaceum,Constant,Coastal,Mediterranean coniferous coastal dune forest
474057,Oloptum miliaceum,Piptatherum miliaceum,Constant,Scrublands,Thermomediterranean arid scrub
2388846,Onobrychis viciifolia,Onobrychis montana,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2388846,Onobrychis viciifolia,Onobrychis montana,Diagnostic,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2389385,Ononis minutissima,Ononis minutissima,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2389313,Ononis natrix,Ononis natrix,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2389441,Ononis variegata,Ononis variegata,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
3114101,Pallenis spinosa,Pallenis spinosa,Constant,Grasslands,Mediterranean tall perennial dry grassland
3114101,Pallenis spinosa,Pallenis spinosa,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
286099,Pancratium maritimum,Pancratium maritimum,Diagnostic,Coastal,Mediterranean and Black Sea coastal shingle beach
286099,Pancratium maritimum,Pancratium maritimum,Diagnostic,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
286099,Pancratium maritimum,Pancratium maritimum,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
286099,Pancratium maritimum,Pancratium maritimum,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
286099,Pancratium maritimum,Pancratium maritimum,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
286099,Pancratium maritimum,Pancratium maritimum,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
431053,Parapholis incurva,Parapholis incurva,Constant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
2559858,Parnassia palustris,Parnassia palustris,Constant,Wetlands,Relict mire of Mediterranean mountains
2559858,Parnassia palustris,Parnassia palustris,Diagnostic,Wetlands,Relict mire of Mediterranean mountains
510223,Periploca angustifolia,Periploca angustifolia,Constant,Scrublands,Thermomediterranean arid scrub
510223,Periploca angustifolia,Periploca angustifolia,Dominant,Scrublands,Thermomediterranean arid scrub
2411204,Petrosedum sediforme,Sedum sediforme,Diagnostic,Scrublands,Mediterranean gypsum scrub
2411204,Petrosedum sediforme,Sedum sediforme,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2411204,Petrosedum sediforme,Sedum sediforme,Constant,Scrublands,Mediterranean gypsum scrub
2411204,Petrosedum sediforme,Sedum sediforme,Constant,Grasslands,Mediterranean tall perennial dry grassland
2411204,Petrosedum sediforme,Sedum sediforme,Constant,Scrublands,Thermomediterranean arid scrub
2411204,Petrosedum sediforme,Sedum sediforme,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
3087528,Phagnalon saxatile,Phagnalon saxatile,Constant,Scrublands,Thermomediterranean arid scrub
3087528,Phagnalon saxatile,Phagnalon saxatile,Diagnostic,Scrublands,Thermomediterranean arid scrub
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Scrublands,Mediterranean maquis and arborescent matorral
355819,Phillyrea angustifolia,Phillyrea angustifolia,Diagnostic,Coastal,Mediterranean coniferous coastal dune forest
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Forests,Mediterranean thermophilous deciduous forest
355819,Phillyrea angustifolia,Phillyrea angustifolia,Dominant,Coastal,Mediterranean coniferous coastal dune forest
355819,Phillyrea angustifolia,Phillyrea angustifolia,Diagnostic,Coastal,Mediterranean and Black Sea coastal dune scrub
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Forests,Mediterranean lowland to submontane Pinus forest
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Forests,Mediterranean evergreen Quercus forest
355819,Phillyrea angustifolia,Phillyrea angustifolia,Dominant,Coastal,Mediterranean and Black Sea coastal dune scrub
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Coastal,Mediterranean coniferous coastal dune forest
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Coastal,Mediterranean and Black Sea coastal dune scrub
355819,Phillyrea angustifolia,Phillyrea angustifolia,Constant,Scrublands,Western Mediterranean spiny heath
355786,Phillyrea latifolia,Phillyrea latifolia,Diagnostic,Forests,Mediterranean thermophilous deciduous forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Forests,Mediterranean thermophilous deciduous forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Scrublands,Thermomediterranean arid scrub
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Forests,Mediterranean lowland to submontane Pinus forest
355786,Phillyrea latifolia,Phillyrea latifolia,Diagnostic,Forests,Mediterranean evergreen Quercus forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Scrublands,Submediterranean pseudomaquis
355786,Phillyrea latifolia,Phillyrea latifolia,Dominant,Scrublands,Mediterranean maquis and arborescent matorral
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Forests,Mediterranean Cupressaceae forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Scrublands,Mediterranean maquis and arborescent matorral
355786,Phillyrea latifolia,Phillyrea latifolia,Dominant,Forests,Mediterranean thermophilous deciduous forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Forests,Mediterranean evergreen Quercus forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Coastal,Mediterranean coniferous coastal dune forest
355786,Phillyrea latifolia,Phillyrea latifolia,Constant,Coastal,Mediterranean and Black Sea coastal dune scrub
433921,Phragmites australis,Phragmites australis,Diagnostic,Coastal,Mediterranean and Black Sea moist and wet dune slack
433921,Phragmites australis,Phragmites australis,Constant,Forests,Mediterranean and Macaronesian riparian forest
433921,Phragmites australis,Phragmites australis,Constant,Scrublands,Mediterranean riparian scrub
433921,Phragmites australis,Phragmites australis,Constant,Coastal,Mediterranean and Black Sea moist and wet dune slack
433921,Phragmites australis,Phragmites australis,Dominant,Coastal,Mediterranean and Black Sea moist and wet dune slack
433921,Phragmites australis,Phragmites australis,Constant,Grasslands,Mediterranean tall humid inland grassland
433921,Phragmites australis,Phragmites australis,Constant,Grasslands,Mediterranean inland salt steppe
433921,Phragmites australis,Phragmites australis,Constant,Coastal,Mediterranean and Black Sea soft sea cliff
3073897,Pilosella vahlii,Pilosella vahlii,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
3073897,Pilosella vahlii,Pilosella vahlii,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Coastal,Mediterranean and Black Sea coastal dune scrub
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Coastal,Mediterranean coniferous coastal dune forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Forests,Mediterranean Cupressaceae forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Scrublands,Thermomediterranean arid scrub
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Scrublands,Mediterranean maquis and arborescent matorral
2407564,Pistacia lentiscus,Pistacia lentiscus,Dominant,Coastal,Mediterranean coniferous coastal dune forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Scrublands,Mediterranean riparian scrub
2407564,Pistacia lentiscus,Pistacia lentiscus,Dominant,Scrublands,Thermomediterranean arid scrub
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Forests,Mediterranean evergreen Quercus forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Dominant,Coastal,Mediterranean and Black Sea coastal dune scrub
2407564,Pistacia lentiscus,Pistacia lentiscus,Diagnostic,Scrublands,Mediterranean maquis and arborescent matorral
2407564,Pistacia lentiscus,Pistacia lentiscus,Dominant,Forests,Mediterranean lowland to submontane Pinus forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Forests,Mediterranean thermophilous deciduous forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Scrublands,Western Mediterranean spiny heath
2407564,Pistacia lentiscus,Pistacia lentiscus,Diagnostic,Coastal,Mediterranean coniferous coastal dune forest
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2407564,Pistacia lentiscus,Pistacia lentiscus,Diagnostic,Scrublands,Thermomediterranean arid scrub
2407564,Pistacia lentiscus,Pistacia lentiscus,Constant,Forests,Mediterranean lowland to submontane Pinus forest
2571391,Plantago alpina,Plantago alpina,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
2571391,Plantago alpina,Plantago alpina,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
2571444,Plantago coronopus,Plantago coronopus,Constant,Grasslands,Mediterranean closely grazed dry grassland
2571444,Plantago coronopus,Plantago coronopus,Constant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
2571444,Plantago coronopus,Plantago coronopus,Constant,Grasslands,Mediterranean inland salt steppe
2571444,Plantago coronopus,Plantago coronopus,Diagnostic,Grasslands,Mediterranean closely grazed dry grassland
2571444,Plantago coronopus,Plantago coronopus,Dominant,Grasslands,Mediterranean closely grazed dry grassland
2571499,Plantago crassifolia,Plantago crassifolia,Diagnostic,Coastal,Mediterranean and Black Sea moist and wet dune slack
2570000,Plantago lagopus,Plantago lagopus,Diagnostic,Grasslands,Mediterranean closely grazed dry grassland
2570000,Plantago lagopus,Plantago lagopus,Constant,Scrublands,Mediterranean halo-nitrophilous scrub
2570000,Plantago lagopus,Plantago lagopus,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2570000,Plantago lagopus,Plantago lagopus,Constant,Grasslands,Mediterranean closely grazed dry grassland
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Grasslands,Mediterranean short moist grassland of mountains
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Scrublands,Lowland to montane temperate and submediterranean Juniperus scrub
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Grasslands,Submediterranean moist meadow
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Grasslands,Mediterranean closely grazed dry grassland
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
2569834,Plantago lanceolata,Plantago lanceolata,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2569834,Plantago lanceolata,Plantago lanceolata,Diagnostic,Grasslands,Submediterranean moist meadow
2569743,Plantago major,Plantago major,Constant,Grasslands,Submediterranean moist meadow
2569772,Plantago maritima,Plantago maritima,Diagnostic,Scrublands,Central Mediterranean mountain hedgehog-heath
2569772,Plantago maritima,Plantago maritima,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2569772,Plantago maritima,Plantago maritima,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
2569772,Plantago maritima,Plantago maritima,Diagnostic,Grasslands,Mediterranean short moist grassland of lowlands
2569772,Plantago maritima,Plantago maritima,Dominant,Scrublands,Central Mediterranean mountain hedgehog-heath
2569772,Plantago maritima,Plantago maritima,Constant,Grasslands,Mediterranean inland salt steppe
2569772,Plantago maritima,Plantago maritima,Dominant,Grasslands,Mediterranean short moist grassland of lowlands
2570774,Plantago subulata,Plantago holosteum,Dominant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2570774,Plantago subulata,Plantago holosteum,Constant,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
2570774,Plantago subulata,Plantago holosteum,Diagnostic,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2570774,Plantago subulata,Plantago holosteum,Diagnostic,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2570774,Plantago subulata,Plantago holosteum,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2570774,Plantago subulata,Plantago holosteum,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2570774,Plantago subulata,Plantago subulata,Diagnostic,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
2570774,Plantago subulata,Plantago subulata,Constant,Grasslands,Open Iberian supramediterranean dry acid and neutral grassland
2570774,Plantago subulata,Plantago subulata,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
2570774,Plantago subulata,Plantago subulata,Dominant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
2570774,Plantago subulata,Plantago subulata,Diagnostic,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
2574902,Polygonum maritimum,Polygonum maritimum,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2574902,Polygonum maritimum,Polygonum maritimum,Constant,Coastal,Mediterranean and Black Sea sand beach
2574902,Polygonum maritimum,Polygonum maritimum,Diagnostic,Coastal,Mediterranean and Black Sea sand beach
2917735,Populus alba,Populus alba,Constant,Forests,Mediterranean and Macaronesian riparian forest
2917735,Populus alba,Populus alba,Dominant,Forests,Mediterranean and Macaronesian riparian forest
2917735,Populus alba,Populus alba,Diagnostic,Forests,Mediterranean and Macaronesian riparian forest
2564807,Primula farinosa,Primula farinosa,Constant,Wetlands,Relict mire of Mediterranean mountains
2563733,Primula veris,Primula veris,Constant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
2563733,Primula veris,Primula veris,Constant,Scrublands,Submediterranean pseudomaquis
166020,Prunella vulgaris,Prunella vulgaris,Constant,Grasslands,Submediterranean moist meadow
166020,Prunella vulgaris,Prunella vulgaris,Constant,Grasslands,Mediterranean short moist grassland of mountains
172055,Quercus cerris,Quercus cerris,Constant,Forests,Temperate and submediterranean thermophilous deciduous forest
172055,Quercus cerris,Quercus cerris,Diagnostic,Forests,Temperate and submediterranean thermophilous deciduous forest
172055,Quercus cerris,Quercus cerris,Dominant,Forests,Temperate and submediterranean thermophilous deciduous forest
172199,Quercus coccifera,Quercus coccifera,Diagnostic,Forests,Mediterranean Cupressaceae forest
172199,Quercus coccifera,Quercus coccifera,Constant,Forests,Mediterranean lowland to submontane Pinus forest
172199,Quercus coccifera,Quercus coccifera,Dominant,Forests,Mediterranean evergreen Quercus forest
172199,Quercus coccifera,Quercus coccifera,Diagnostic,Forests,Mediterranean lowland to submontane Pinus forest
172199,Quercus coccifera,Quercus coccifera,Constant,Forests,Mediterranean Cupressaceae forest
172199,Quercus coccifera,Quercus coccifera,Constant,Forests,Mediterranean mountain Abies forest
172199,Quercus coccifera,Quercus coccifera,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
172199,Quercus coccifera,Quercus coccifera,Constant,Scrublands,Mediterranean maquis and arborescent matorral
172199,Quercus coccifera,Quercus coccifera,Constant,Forests,Mediterranean thermophilous deciduous forest
172199,Quercus coccifera,Quercus coccifera,Constant,Forests,Mediterranean evergreen Quercus forest
172199,Quercus coccifera,Quercus coccifera,Constant,Coastal,Mediterranean coniferous coastal dune forest
173162,Quercus ilex,Quercus ilex,Constant,Coastal,Mediterranean and Black Sea coastal dune scrub
173162,Quercus ilex,Quercus ilex,Constant,Coastal,Mediterranean coniferous coastal dune forest
173162,Quercus ilex,Quercus ilex,Diagnostic,Forests,Mediterranean evergreen Quercus forest
173162,Quercus ilex,Quercus ilex,Dominant,Coastal,Mediterranean coniferous coastal dune forest
173162,Quercus ilex,Quercus ilex,Constant,Scrublands,Mediterranean maquis and arborescent matorral
173162,Quercus ilex,Quercus ilex,Constant,Forests,Mediterranean lowland to submontane Pinus forest
173162,Quercus ilex,Quercus ilex,Constant,Forests,Mediterranean thermophilous deciduous forest
173162,Quercus ilex,Quercus ilex,Dominant,Forests,Mediterranean thermophilous deciduous forest
173162,Quercus ilex,Quercus ilex,Constant,Forests,Temperate and submediterranean thermophilous deciduous forest
173162,Quercus ilex,Quercus ilex,Diagnostic,Forests,Mediterranean thermophilous deciduous forest
173162,Quercus ilex,Quercus ilex,Constant,Forests,Mediterranean evergreen Quercus forest
173162,Quercus ilex,Quercus ilex,Dominant,Forests,Mediterranean evergreen Quercus forest
173162,Quercus ilex,Quercus ilex,Constant,Scrublands,Submediterranean pseudomaquis
173162,Quercus ilex,Quercus ilex,Constant,Forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest
173162,Quercus ilex,Quercus ilex,Diagnostic,Coastal,Mediterranean coniferous coastal dune forest
175312,Quercus suber,Quercus suber,Diagnostic,Forests,Mediterranean evergreen Quercus forest
175312,Quercus suber,Quercus suber,Constant,Forests,Mediterranean evergreen Quercus forest
175312,Quercus suber,Quercus suber,Dominant,Forests,Mediterranean evergreen Quercus forest
2422367,Raphanus raphanistrum,Raphanus raphanistrum,Constant,Man-made,Mediterranean subnitrophilous annual grassland
3063151,Reichardia picroides,Reichardia picroides,Constant,Scrublands,Western Mediterranean spiny heath
3063151,Reichardia picroides,Reichardia picroides,Constant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
3063151,Reichardia picroides,Reichardia picroides,Constant,Scrublands,Thermomediterranean arid scrub
3063151,Reichardia picroides,Reichardia picroides,Constant,Grasslands,Mediterranean tall perennial dry grassland
3063151,Reichardia picroides,Reichardia picroides,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
3063151,Reichardia picroides,Reichardia picroides,Diagnostic,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
3063151,Reichardia picroides,Reichardia picroides,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
3063151,Reichardia picroides,Reichardia picroides,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2525844,Rhamnus alaternus,Rhamnus alaternus,Diagnostic,Coastal,Mediterranean coniferous coastal dune forest
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Scrublands,Thermomediterranean arid scrub
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Forests,Mediterranean lowland to submontane Pinus forest
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Coastal,Mediterranean coniferous coastal dune forest
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Forests,Mediterranean evergreen Quercus forest
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Forests,Mediterranean thermophilous deciduous forest
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Scrublands,Mediterranean maquis and arborescent matorral
2525844,Rhamnus alaternus,Rhamnus alaternus,Diagnostic,Forests,Mediterranean thermophilous deciduous forest
2525844,Rhamnus alaternus,Rhamnus alaternus,Constant,Coastal,Mediterranean and Black Sea coastal dune scrub
2523132,Rhamnus lycioides,Rhamnus lycioides,Constant,Forests,Mediterranean Cupressaceae forest
2921968,Rosa canina,Rosa canina,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
2921968,Rosa canina,Rosa canina,Constant,Forests,Mediterranean mountain Abies forest
2921968,Rosa canina,Rosa canina,Diagnostic,Scrublands,Temperate and submediterranean thorn scrub
2921968,Rosa canina,Rosa canina,Constant,Forests,Mediterranean montane Cedrus forest
2921968,Rosa canina,Rosa canina,Constant,Forests,Temperate and submediterranean thermophilous deciduous forest
2921968,Rosa canina,Rosa canina,Constant,Forests,Mediterranean and Macaronesian riparian forest
2921968,Rosa canina,Rosa canina,Constant,Scrublands,Submediterranean pseudomaquis
2921968,Rosa canina,Rosa canina,Constant,Forests,Mediterranean thermophilous deciduous forest
2921968,Rosa canina,Rosa canina,Constant,Scrublands,Lowland to montane temperate and submediterranean Juniperus scrub
2921968,Rosa canina,Rosa canina,Constant,Scrublands,Temperate and submediterranean thorn scrub
2424294,Rumex crispus,Rumex crispus,Constant,Grasslands,Submediterranean moist meadow
2418233,Rumex suffruticosus,Rumex suffruticosus,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
2481347,Salsola kali,Salsola kali,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2481347,Salsola kali,Salsola kali,Constant,Coastal,Mediterranean and Black Sea soft sea cliff
2481347,Salsola kali,Salsola kali,Diagnostic,Coastal,Mediterranean and Black Sea sand beach
2481347,Salsola kali,Salsola kali,Dominant,Coastal,Mediterranean and Black Sea sand beach
2481347,Salsola kali,Salsola kali,Constant,Coastal,Mediterranean and Black Sea sand beach
2481347,Salsola kali,Salsola kali,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
2481347,Salsola tragus,Salsola kali,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
2481347,Salsola tragus,Salsola kali,Constant,Coastal,Mediterranean and Black Sea soft sea cliff
2481347,Salsola tragus,Salsola kali,Diagnostic,Coastal,Mediterranean and Black Sea sand beach
2481347,Salsola tragus,Salsola kali,Dominant,Coastal,Mediterranean and Black Sea sand beach
2481347,Salsola tragus,Salsola kali,Constant,Coastal,Mediterranean and Black Sea sand beach
2481347,Salsola tragus,Salsola kali,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
183733,Salvia rosmarinus,Rosmarinus officinalis,Constant,Scrublands,Western Mediterranean spiny heath
183733,Salvia rosmarinus,Rosmarinus officinalis,Diagnostic,Scrublands,Mediterranean gypsum scrub
183733,Salvia rosmarinus,Rosmarinus officinalis,Dominant,Coastal,Mediterranean coniferous coastal dune forest
183733,Salvia rosmarinus,Rosmarinus officinalis,Dominant,Scrublands,Western Mediterranean spiny heath
183733,Salvia rosmarinus,Rosmarinus officinalis,Constant,Scrublands,Mediterranean gypsum scrub
183733,Salvia rosmarinus,Rosmarinus officinalis,Constant,Coastal,Mediterranean coniferous coastal dune forest
183733,Salvia rosmarinus,Rosmarinus officinalis,Constant,Forests,Mediterranean lowland to submontane Pinus forest
183733,Salvia rosmarinus,Rosmarinus officinalis,Dominant,Forests,Mediterranean lowland to submontane Pinus forest
183733,Salvia rosmarinus,Rosmarinus officinalis,Constant,Scrublands,Mediterranean maquis and arborescent matorral
183733,Salvia rosmarinus,Rosmarinus officinalis,Constant,Scrublands,Thermomediterranean arid scrub
183733,Salvia rosmarinus,Rosmarinus officinalis,Dominant,Scrublands,Mediterranean gypsum scrub
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Forests,Mediterranean montane Cedrus forest
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Forests,Mediterranean thermophilous deciduous forest
2990832,Sanguisorba minor,Sanguisorba minor,Diagnostic,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Forests,Mediterranean mountain Abies forest
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Grasslands,Mediterranean short moist grassland of lowlands
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Scrublands,Eastern Mediterranean mountain hedgehog-heath
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Scrublands,Lowland to montane temperate and submediterranean Juniperus scrub
2990832,Sanguisorba minor,Sanguisorba minor,Constant,Grasslands,Mediterranean closely grazed dry grassland
2991032,Sarcopoterium spinosum,Sarcopoterium spinosum,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2991032,Sarcopoterium spinosum,Sarcopoterium spinosum,Dominant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2991032,Sarcopoterium spinosum,Sarcopoterium spinosum,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
185996,Satureja thymbra,Satureja thymbra,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
185996,Satureja thymbra,Satureja thymbra,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
263443,Schoenus nigricans,Schoenus nigricans,Constant,Grasslands,Mediterranean tall humid inland grassland
263443,Schoenus nigricans,Schoenus nigricans,Diagnostic,Grasslands,Mediterranean tall humid inland grassland
263443,Schoenus nigricans,Schoenus nigricans,Constant,Coastal,Mediterranean and Black Sea moist and wet dune slack
263443,Schoenus nigricans,Schoenus nigricans,Diagnostic,Coastal,Mediterranean and Black Sea moist and wet dune slack
263443,Schoenus nigricans,Schoenus nigricans,Constant,Grasslands,Mediterranean short moist grassland of lowlands
263443,Schoenus nigricans,Schoenus nigricans,Dominant,Grasslands,Mediterranean tall humid inland grassland
